stz1,stz2
0.5,0.5
0.5,1.0
0.5,1.0
1.5,1.5
1.0,1.5
0.5,0.5
1.0,0.5
0.5,0.5
0.5,0.5
0.5,0.5
1.0,0.5
0.5,1.0
9.0,5.0
6.0,1.5
0.5,1.0
4.5,0.5
6.0,3.5
7.5,3.5
17.0,13.0
0.5,0.5
8.5,6.5
0.5,0.5
6.0,1.0
6.0,2.0
2.0,4.5
3.5,0.5
9.5,5.0
6.0,4.5
5.0,4.0
3.5,1.5
4.5,0.5
3.5,2.0
1.5,1.5
2.0,2.5
3.0,5.5
5.5,6.0
3.5,9.0
0.5,1.5
0.5,1.5
2.5,4.5
1.0,2.5
0.5,1.5
2.0,3.5
2.0,3.0
3.0,2.5
2.5,4.0
6.0,8.5
1.0,5.5
6.0,8.5
3.0,6.0
7.0,18.0
2.0,7.5
1.0,1.0
0.5,1.5
0.5,0.5
1.5,0.5
1.0,1.0
1.5,1.5
0.5,0.5
0.5,0.5
0.5,1.5
0.5,0.5
1.0,0.5
0.5,1.0
1.5,1.0
2.0,0.5
0.5,1.0
1.0,0.5
0.5,11.0
1.0,0.5
0.5,1.5
1.0,2.0
1.0,2.5
3.5,12.0
0.5,2.0
0.5,1.0
1.5,2.0
1.0,0.5
0.5,1.0
0.5,2.5
1.0,2.5
0.5,1.0
0.5,1.0
0.5,2.5
2.0,3.0
0.5,1.5
0.5,2.0
0.5,4.0
1.0,2.0
3.0,1.5
4.5,4.5
1.0,3.0
0.5,1.5
1.0,2.5
1.0,2.5
1.5,3.0
0.5,2.0
11.0,12.5
0.5,2.0
2.0,3.5
1.0,2.0
1.0,3.0
1.0,3.5
2.0,4.0
1.0,4.0
2.0,5.5
2.0,5.0
1.5,3.0
0.5,2.0
2.0,3.0
6.5,8.0
2.5,3.5
4.5,5.5
5.0,6.0
2.5,5.0
5.0,5.0
10.0,10.0
4.0,6.0
12.0,12.5
3.0,5.0
0.5,2.0
7.5,7.5
3.0,4.5
1.5,0.5
12.0,16.5
1.0,5.5
10.5,15.0
5.0,9.5
5.0,11.5
1.5,5.0
12.0,13.0
11.0,12.5
2.5,1.5
6.5,7.5
5.5,1.5
0.5,1.0
0.5,1.5
3.5,3.0
3.5,4.0
3.5,5.0
1.5,1.5
2.5,2.5
1.0,0.5
5.5,6.0
5.5,6.0
1.0,1.5
2.0,1.0
3.5,3.0
2.5,3.0
7.5,7.5
3.0,2.5
1.0,0.5
1.5,1.5
2.5,4.5
1.5,6.5
2.5,2.5
1.5,0.5
2.0,3.0
0.5,1.5
1.5,0.5
2.5,1.5
1.5,0.5
1.0,2.5
1.5,2.5
0.5,1.5
1.0,4.0
2.5,1.0
1.0,2.5
0.5,1.0
2.5,1.0
2.0,1.0
0.5,3.0
2.5,2.0
1.5,2.0
30.0,29.5
4.0,2.5
1.0,2.5
1.0,3.5
0.5,1.5
2.5,0.5
0.5,3.5
2.0,2.0
1.5,3.0
1.0,5.0
0.5,0.5
3.5,8.0
4.0,3.5
2.0,2.0
2.5,0.5
13.5,12.5
0.5,1.5
0.5,0.5
1.0,1.0
1.5,0.5
0.5,0.5
0.5,0.5
1.0,0.5
1.0,1.5
0.5,1.0
0.5,3.5
1.0,0.5
1.0,2.0
0.5,0.5
0.5,1.5
1.5,0.5
1.5,1.0
1.5,0.5
1.5,0.5
1.5,0.5
1.0,0.5
1.5,0.5
0.5,2.5
1.5,0.5
1.0,0.5
2.5,1.0
1.5,0.5
2.0,1.0
6.0,5.0
2.5,2.0
2.0,1.0
1.0,0.5
2.0,1.0
2.0,1.0
1.0,0.5
4.5,4.5
2.0,0.5
1.5,2.0
2.5,1.0
4.5,6.0
15.0,13.5
2.5,2.0
3.0,2.5
1.5,2.0
2.5,4.5
3.5,4.5
0.5,2.0
0.5,2.0
1.0,1.5
1.0,2.5
4.5,5.5
2.5,3.5
0.5,2.0
0.5,3.5
2.5,3.5
0.5,2.5
1.0,1.5
0.5,1.0
9.5,11.0
2.0,4.5
8.0,9.5
1.0,1.5
0.5,1.5
1.0,2.0
0.5,0.5
1.5,1.5
2.0,3.0
1.5,2.0
2.5,1.5
0.5,2.0
2.0,2.0
3.5,1.0
2.0,1.5
1.0,0.5
1.5,1.5
1.0,0.5
1.5,1.0
1.0,1.5
2.0,3.5
1.0,1.5
1.0,1.0
1.0,1.0
1.0,3.0
0.5,2.0
1.0,3.0
0.5,4.0
0.5,0.5
0.5,6.0
1.0,1.0
1.0,1.0
0.5,3.0
0.5,1.5
0.5,6.0
1.0,2.5
0.5,1.0
1.0,0.5
0.5,3.0
0.5,29.5
1.0,2.0
0.5,4.5
0.5,2.0
0.5,1.0
0.5,1.0
2.5,2.5
1.0,3.5
1.0,3.0
0.5,2.5
0.5,1.0
2.5,2.5
3.5,2.5
2.5,2.5
1.0,3.0
1.5,2.0
4.5,5.0
0.5,2.5
2.0,1.5
3.5,4.5
3.0,3.0
1.5,6.5
0.5,2.5
1.0,0.5
3.0,5.0
3.5,5.5
2.5,1.0
1.5,0.5
1.0,1.0
2.5,1.0
2.0,0.5
1.0,1.0
2.5,0.5
1.0,0.5
2.0,1.0
2.0,0.5
2.0,0.5
1.5,0.5
3.0,0.5
1.5,0.5
2.5,1.0
1.0,0.5
1.5,0.5
1.5,0.5
1.5,0.5
1.5,1.0
1.0,2.0
2.5,2.5
0.5,1.0
1.0,0.5
0.5,3.0
1.0,1.5
2.5,0.5
3.0,3.5
0.5,1.0
2.0,0.5
2.0,1.0
0.5,7.0
1.5,0.5
0.5,1.0
0.5,0.5
3.0,0.5
7.5,1.0
1.5,0.5
0.5,1.0
1.5,0.5
20.5,21.0
2.0,1.5
1.0,3.0
8.5,9.0
5.5,6.0
54.5,55.0
8.5,9.0
1.0,2.0
13.5,13.0
5.0,5.5
1.5,3.0
53.5,55.0
8.5,9.0
2.0,2.5
13.5,14.0
6.0,6.5
14.5,14.5
16.5,16.5
6.5,7.5
1.5,2.5
3.0,2.0
6.0,6.5
15.0,18.5
1.0,4.5
8.0,8.5
1.0,3.5
1.0,3.0
3.5,4.0
2.0,1.5
2.0,1.0
7.0,6.5
1.0,0.5
9.0,12.5
10.0,10.5
1.0,1.0
1.0,1.0
2.0,0.5
2.0,1.0
1.0,6.5
4.0,7.0
4.0,0.5
3.0,0.5
11.0,8.0
2.0,0.5
2.0,0.5
0.5,1.5
4.0,1.5
11.5,10.0
13.5,11.0
3.0,0.5
5.0,1.5
11.5,8.5
19.0,17.0
3.5,1.5
2.5,0.5
16.0,13.0
3.0,1.5
10.5,9.5
2.0,3.5
3.5,0.5
1.0,2.0
0.5,1.0
0.5,1.0
1.0,0.5
1.0,0.5
1.0,1.5
1.0,0.5
0.5,23.5
0.5,1.5
0.5,0.5
0.5,0.5
0.5,1.5
1.5,3.0
0.5,1.0
0.5,7.5
1.0,1.0
1.5,0.5
1.0,1.5
1.0,1.0
0.5,1.0
4.0,4.5
3.5,1.0
2.0,3.0
7.5,2.5
2.5,9.5
3.0,2.5
0.5,5.5
4.5,0.5
18.0,17.5
1.0,0.5
0.5,1.0
5.5,5.0
5.0,2.5
1.5,0.5
7.0,7.5
3.5,1.0
0.5,0.5
33.5,24.5
0.5,1.0
1.5,0.5
1.5,0.5
2.0,2.5
0.5,5.5
0.5,3.0
0.5,0.5
1.0,2.0
3.0,1.5
1.0,0.5
1.5,3.0
4.0,14.0
3.0,2.0
1.5,1.0
1.5,0.5
2.0,4.0
3.5,3.5
2.0,3.0
3.0,6.5
4.0,6.5
2.5,6.0
1.0,1.0
2.5,3.0
0.5,2.0
1.0,1.5
1.0,2.0
0.5,3.0
1.5,2.0
1.0,8.0
0.5,3.5
1.5,1.5
1.5,1.5
1.0,1.5
0.5,1.0
1.0,1.0
0.5,3.5
1.0,3.5
1.0,1.5
1.0,4.5
0.5,1.0
0.5,1.0
0.5,1.5
5.5,4.5
1.5,0.5
2.0,0.5
2.5,4.5
4.5,4.5
2.0,3.0
1.5,1.5
1.5,0.5
6.0,5.5
2.5,1.5
4.5,3.5
2.0,0.5
1.5,1.5
0.5,2.5
2.0,0.5
1.0,1.5
4.0,2.5
1.0,1.5
2.0,2.0
2.0,1.0
2.0,2.5
13.0,11.0
0.5,3.0
0.5,2.5
1.5,1.5
0.5,1.0
0.5,1.5
0.5,0.5
0.5,4.0
3.5,3.0
2.5,1.5
1.5,0.5
3.0,3.5
3.0,2.5
12.5,33.5
2.0,3.0
1.0,1.0
2.0,1.0
1.0,0.5
0.5,1.0
0.5,2.0
9.0,8.5
1.5,4.0
1.0,3.0
1.5,1.5
6.0,5.0
3.0,3.5
0.5,2.5
2.0,10.0
1.0,1.0
1.0,2.0
0.5,4.5
1.5,1.5
1.5,1.5
2.0,1.5
13.5,8.5
16.0,18.5
20.5,23.5
1.0,2.0
1.5,1.0
2.0,3.5
3.5,2.0
2.5,1.0
1.0,0.5
1.0,1.0
1.5,2.0
1.0,3.0
3.5,3.5
2.0,1.0
1.0,0.5
1.5,2.0
3.0,0.5
6.5,6.5
1.5,1.5
1.0,0.5
5.5,4.0
0.5,4.0
5.0,0.5
1.5,0.5
3.0,1.0
5.0,4.0
22.5,32.5
2.0,1.0
0.5,0.5
0.5,1.0
8.0,7.0
1.5,1.0
1.0,1.0
1.0,0.5
1.0,0.5
2.5,2.0
1.0,1.0
2.0,1.5
8.0,7.5
17.0,16.5
4.0,4.5
0.5,0.5
1.0,1.0
1.0,1.0
1.5,2.0
6.0,5.5
3.5,6.0
2.0,2.5
8.0,8.5
8.0,11.0
11.0,11.0
3.0,2.5
10.5,16.0
3.0,4.5
4.0,2.5
6.0,6.0
2.5,3.0
4.5,7.0
2.0,1.5
22.0,24.0
3.5,6.0
2.0,8.0
5.0,6.5
3.0,2.0
3.0,3.5
5.5,5.0
3.5,8.0
1.0,5.5
11.5,24.0
54.0,50.5
12.5,100.5
4.0,3.0
10.5,12.5
0.5,7.0
0.5,3.5
3.5,16.5
1.0,21.5
2.0,13.5
1.5,0.5
1.5,5.0
2.0,8.5
11.5,19.5
1.0,7.0
11.0,15.0
8.5,13.0
1.0,0.5
0.5,7.0
0.5,2.5
4.0,3.0
0.5,4.0
2.0,2.5
0.5,1.5
0.5,0.5
0.5,1.0
0.5,3.5
0.5,3.0
1.0,3.0
0.5,1.0
1.5,0.5
3.0,2.5
0.5,1.5
0.5,1.0
1.0,2.0
1.0,3.5
1.0,1.0
2.5,1.0
4.0,4.0
1.5,0.5
5.5,8.5
4.0,3.5
2.5,2.0
4.0,3.0
2.0,0.5
2.5,2.5
2.0,0.5
7.0,6.5
2.0,2.0
3.0,3.5
5.0,5.0
2.5,2.0
3.0,1.5
3.5,2.0
3.0,2.0
5.0,3.5
2.0,2.0
7.0,3.0
25.5,21.0
4.0,1.0
13.5,10.0
6.5,2.0
8.0,5.0
10.5,14.0
7.5,5.0
6.5,12.0
1.5,7.0
4.5,1.0
2.0,1.0
7.0,4.0
9.5,6.0
10.0,6.0
118.5,117.0
9.0,6.0
8.0,6.0
4.5,1.0
7.5,4.0
1.0,1.0
1.0,1.0
2.0,3.5
1.5,0.5
0.5,1.0
0.5,1.0
1.0,2.0
0.5,1.0
1.5,0.5
0.5,0.5
0.5,1.0
1.0,1.0
2.0,0.5
1.0,0.5
0.5,1.5
1.0,2.0
1.5,1.5
1.0,1.0
2.0,1.0
1.5,2.5
1.0,0.5
1.0,1.0
2.5,2.0
0.5,0.5
3.5,2.5
0.5,2.0
0.5,0.5
2.5,1.5
3.5,4.0
2.0,2.0
4.0,4.0
1.0,0.5
1.5,1.5
0.5,1.0
1.0,1.0
0.5,3.0
1.0,3.0
1.5,0.5
1.5,2.0
1.0,1.5
0.5,3.0
0.5,1.5
1.0,2.0
1.5,0.5
0.5,0.5
0.5,0.5
1.0,1.5
1.0,0.5
0.5,0.5
1.0,13.0
1.0,1.0
0.5,5.0
0.5,8.0
0.5,1.0
1.0,1.5
0.5,2.5
0.5,0.5
1.5,0.5
0.5,4.5
0.5,1.0
4.0,2.0
7.5,10.5
5.0,36.0
0.5,5.0
2.0,1.0
1.0,2.5
2.5,7.5
1.0,6.5
4.0,6.0
2.0,3.5
1.5,4.5
2.0,2.5
5.0,7.0
2.0,5.0
0.5,2.5
1.5,0.5
3.0,4.0
1.5,2.0
3.0,32.0
1.0,11.0
1.0,0.5
1.5,0.5
27.0,27.0
2.0,2.0
3.0,4.0
2.0,1.0
1.5,3.0
2.5,2.5
3.0,3.0
1.0,1.0
1.0,0.5
1.5,1.0
1.5,7.0
2.0,2.5
1.5,1.0
0.5,4.5
2.0,1.0
1.0,1.0
0.5,1.5
1.0,0.5
1.0,5.5
2.5,3.0
1.0,0.5
5.5,6.5
1.5,0.5
2.5,1.5
1.0,2.5
4.0,3.5
5.5,6.0
5.0,4.0
3.5,3.0
2.0,1.5
1.5,13.0
6.0,6.5
2.0,5.0
2.5,4.0
0.5,2.5
3.0,2.5
2.5,4.0
6.0,8.5
0.5,1.5
0.5,2.0
0.5,4.5
0.5,3.0
0.5,1.5
0.5,1.0
0.5,4.5
0.5,0.5
1.0,1.5
1.0,2.0
0.5,2.0
1.5,2.0
0.5,2.0
0.5,2.0
1.0,9.0
0.5,9.5
0.5,1.5
0.5,2.5
0.5,2.0
0.5,4.5
3.5,3.0
3.0,2.0
2.5,1.5
1.5,0.5
5.0,4.0
1.0,0.5
3.0,2.0
5.0,4.0
1.5,0.5
3.0,2.0
1.5,0.5
2.0,1.5
1.0,0.5
10.0,9.5
3.0,2.0
3.0,2.5
3.0,2.5
1.0,0.5
1.5,1.0
1.0,0.5
2.0,2.0
2.5,3.0
1.0,2.5
4.5,3.5
4.5,3.0
4.0,11.5
9.5,9.0
0.5,3.0
1.0,1.0
2.0,5.0
1.0,1.0
1.0,3.5
26.0,28.5
8.0,7.5
9.0,7.5
2.0,1.0
5.5,5.5
2.0,1.5
0.5,6.0
3.0,1.5
2.5,2.5
1.5,1.0
2.5,2.0
2.5,2.5
2.0,1.5
3.0,2.5
1.5,1.0
2.0,1.5
4.5,3.0
4.0,4.0
5.5,5.5
2.0,1.0
4.0,3.5
2.0,1.0
3.5,3.0
1.5,1.0
1.5,1.0
1.5,1.5
3.0,3.5
1.5,1.0
0.5,1.5
0.5,0.5
0.5,1.5
0.5,1.0
0.5,0.5
0.5,0.5
0.5,0.5
1.0,1.0
0.5,0.5
0.5,2.0
0.5,0.5
1.0,0.5
1.0,1.0
1.0,0.5
0.5,0.5
0.5,1.0
0.5,0.5
0.5,2.0
1.0,0.5
0.5,0.5
5.5,8.5
2.0,0.5
7.0,6.5
5.0,5.0
3.5,2.0
2.0,2.0
6.5,5.0
8.0,7.0
8.0,6.5
7.5,6.0
5.5,4.0
6.5,5.0
7.0,6.0
4.5,3.5
5.5,4.0
4.5,3.5
5.5,9.5
8.5,7.5
4.5,3.0
6.5,4.5
1.0,1.0
1.0,2.0
1.0,1.0
2.0,3.5
0.5,1.0
0.5,1.0
1.0,2.0
0.5,1.0
1.5,0.5
0.5,0.5
0.5,1.0
1.0,1.0
1.0,0.5
0.5,1.5
1.0,2.0
1.5,1.5
1.0,1.0
2.0,1.0
1.5,2.5
0.5,1.5
5.0,5.0
3.0,5.0
1.0,3.5
1.5,0.5
5.0,11.5
4.0,4.0
3.5,2.0
8.0,9.5
5.5,10.0
0.5,1.0
2.5,3.0
3.5,5.0
1.5,2.0
1.5,1.0
5.0,15.5
6.0,4.5
11.5,16.0
4.5,5.0
1.0,3.0
2.5,5.5
7.5,8.0
3.0,3.0
5.0,3.0
4.0,3.5
5.0,4.0
2.5,6.0
3.5,2.0
2.5,2.0
1.5,0.5
2.0,2.0
2.0,1.0
2.5,1.5
2.5,1.5
2.5,2.0
2.5,1.5
2.5,2.0
3.5,3.0
9.5,8.5
2.5,4.0
3.0,2.0
4.0,4.5
1.0,0.5
2.0,7.5
2.0,6.5
0.5,2.0
1.5,2.5
1.0,1.0
1.5,1.0
1.0,2.0
1.5,1.5
3.5,1.0
1.5,4.0
2.0,1.0
3.0,1.5
1.5,0.5
1.5,0.5
1.0,2.0
1.0,0.5
1.0,1.0
1.5,9.0
1.5,1.0
3.5,9.0
3.0,1.0
2.0,1.5
10.0,3.0
5.0,2.5
2.0,5.5
5.0,1.5
3.0,4.0
4.5,3.0
5.0,14.0
5.0,7.0
3.0,4.5
5.5,7.0
4.5,0.5
3.5,2.0
2.5,2.0
4.5,11.0
0.5,0.5
5.0,0.5
1.5,3.0
0.5,2.5
1.0,1.0
1.0,5.5
0.5,2.5
0.5,4.0
1.0,3.5
0.5,0.5
0.5,6.5
0.5,2.0
0.5,5.0
0.5,2.0
1.0,4.5
0.5,1.0
0.5,1.0
0.5,1.0
0.5,6.5
0.5,1.5
0.5,2.0
0.5,1.5
6.0,5.0
4.0,5.0
3.5,2.5
7.0,6.0
4.5,4.5
1.0,1.5
0.5,0.5
0.5,1.0
1.5,2.0
3.5,3.0
2.0,3.0
1.5,2.5
0.5,1.0
1.0,1.5
1.5,1.5
3.0,3.5
3.5,2.0
4.0,9.0
3.5,4.0
0.5,1.0
2.0,1.0
2.0,0.5
2.0,0.5
4.5,3.5
4.5,3.0
2.5,1.5
2.0,1.0
3.5,2.0
2.5,0.5
4.5,3.0
3.0,1.5
1.5,0.5
3.0,2.5
1.5,0.5
1.5,0.5
6.0,4.5
8.0,6.5
3.0,2.0
3.0,2.0
2.0,1.0
1.5,1.5
0.5,1.5
6.5,6.5
0.5,0.5
3.5,3.0
2.0,2.0
2.0,2.0
2.0,2.5
7.0,7.5
2.0,3.0
1.5,3.5
4.5,4.5
8.5,23.5
2.0,3.0
1.0,1.0
1.0,2.5
5.0,8.0
0.5,0.5
0.5,1.0
1.0,0.5
0.5,2.0
1.0,3.0
11.0,13.5
0.5,2.5
16.0,18.5
0.5,6.5
5.5,8.0
2.0,3.5
1.5,3.5
2.0,5.5
0.5,3.0
5.0,7.0
3.5,6.0
0.5,2.0
5.0,7.5
4.5,8.0
0.5,2.5
2.0,6.5
2.0,7.5
0.5,2.5
0.5,3.5
1.5,2.0
1.0,3.5
1.5,3.0
2.0,4.0
0.5,1.5
1.0,1.5
0.5,1.5
2.0,2.0
0.5,2.0
1.5,1.5
1.0,1.0
0.5,4.5
0.5,2.5
1.5,2.0
1.5,2.5
1.5,1.0
0.5,1.5
0.5,1.5
1.5,1.5
2.5,1.5
1.5,1.0
1.5,0.5
2.0,1.0
1.5,0.5
1.5,1.0
1.5,1.0
1.5,0.5
1.5,0.5
2.0,1.0
1.5,1.0
1.5,0.5
2.5,1.5
1.5,1.0
1.5,0.5
2.5,2.0
2.0,0.5
1.5,0.5
2.0,1.5
1.5,0.5
3.0,5.5
13.0,7.5
1.0,9.0
3.0,4.0
8.0,11.5
3.0,6.5
7.0,11.0
3.0,9.5
1.0,10.0
1.0,13.0
1.0,0.5
2.0,7.0
1.0,12.5
2.0,4.5
9.0,25.0
2.0,4.5
2.0,5.5
1.0,6.5
5.0,5.5
4.0,7.0
1.0,3.0
0.5,2.5
3.0,1.5
0.5,2.0
1.0,1.0
0.5,1.5
1.0,0.5
0.5,2.0
1.0,5.0
1.0,2.0
0.5,2.0
2.0,1.5
0.5,2.0
1.5,2.5
1.0,2.0
0.5,2.5
1.0,1.5
0.5,2.5
0.5,1.5
0.5,2.0
1.0,1.0
0.5,2.5
0.5,2.5
0.5,1.0
0.5,1.5
0.5,1.0
0.5,1.0
0.5,4.0
0.5,2.0
0.5,1.5
0.5,3.5
0.5,1.5
0.5,1.5
0.5,1.0
0.5,2.5
0.5,1.5
1.5,4.5
0.5,2.5
0.5,2.0
0.5,6.5
2.5,2.0
1.0,0.5
15.5,15.5
1.5,1.0
1.5,1.0
1.5,0.5
1.0,0.5
0.5,0.5
3.5,3.0
4.0,3.5
1.0,0.5
1.0,0.5
2.0,1.5
5.0,4.0
2.0,1.0
0.5,0.5
0.5,0.5
1.5,1.0
6.5,6.0
4.5,4.5
1.5,4.0
21.5,22.5
2.5,3.5
1.0,4.5
1.0,18.5
3.5,4.5
4.0,5.0
0.5,1.5
4.5,7.0
2.0,4.0
2.5,3.5
3.5,4.5
17.0,17.0
2.0,3.5
11.5,13.0
1.5,3.0
0.5,1.5
3.0,4.0
11.0,12.0
0.5,1.5
22.5,21.5
4.5,9.0
6.5,8.0
5.0,6.5
5.0,9.0
9.0,16.5
7.0,10.5
6.0,7.5
3.0,7.0
4.5,5.5
5.0,6.0
4.5,9.5
2.5,8.5
3.5,5.0
7.0,9.0
1.0,1.5
7.5,10.5
15.0,15.5
5.5,5.5
22.0,29.0
1.0,1.0
6.0,6.0
7.0,16.5
8.0,8.0
1.0,1.0
1.0,1.5
12.5,13.0
0.5,1.5
2.0,1.0
1.0,1.5
7.0,6.5
2.5,2.5
11.0,12.0
1.0,36.0
2.0,1.5
4.0,4.5
8.0,8.0
3.0,3.0
0.5,0.5
1.0,1.0
9.0,10.5
5.0,9.0
4.0,5.0
4.0,3.0
7.0,7.0
4.0,0.5
6.5,1.0
3.5,1.0
7.0,5.5
7.0,3.5
4.0,2.5
2.0,1.5
1.5,3.5
6.0,16.5
0.5,3.0
5.0,4.0
8.5,9.0
9.5,7.0
10.5,20.0
5.5,7.0
1.0,0.5
5.5,5.5
0.5,1.5
1.5,4.5
2.0,2.0
3.0,6.0
0.5,1.0
1.5,3.5
1.0,1.5
1.5,3.5
1.5,2.5
0.5,3.0
1.5,2.0
0.5,2.0
1.5,6.0
1.5,2.0
1.5,1.5
7.5,8.0
2.0,3.5
1.0,1.5
2.5,4.5
0.5,1.5
3.0,9.0
2.0,3.0
2.5,4.5
4.5,4.0
2.5,3.0
2.5,3.5
2.5,3.0
3.0,3.0
1.0,1.0
2.5,3.5
1.5,2.5
1.0,1.0
1.5,1.0
2.5,4.5
1.5,2.0
4.0,4.0
1.5,2.0
10.5,10.5
1.0,2.0
10.0,6.5
4.0,2.0
5.5,1.0
8.0,3.0
3.0,21.0
3.0,1.5
7.0,2.0
1.5,0.5
6.0,5.5
3.0,1.0
11.5,10.0
1.0,1.0
3.0,0.5
1.0,1.0
4.0,2.0
2.0,11.5
8.5,7.5
8.0,12.5
0.5,1.0
1.5,0.5
1.5,0.5
3.5,3.5
1.5,0.5
2.0,1.0
2.5,1.5
6.5,8.0
2.5,1.5
2.0,1.0
1.5,0.5
1.5,0.5
2.0,1.0
2.5,1.0
1.5,0.5
2.5,1.5
2.0,1.0
2.5,1.5
2.0,1.0
2.0,1.0
2.5,1.5
2.5,2.0
1.0,1.0
1.5,1.0
1.0,1.0
2.0,1.5
1.0,1.0
1.5,1.5
3.0,2.5
16.0,20.5
0.5,1.5
0.5,0.5
1.5,1.5
0.5,1.0
2.5,2.0
3.5,3.0
1.0,1.0
3.0,3.0
1.0,1.5
1.5,1.5
0.5,1.5
1.5,2.5
1.0,2.0
4.5,4.5
0.5,1.5
4.0,5.5
1.5,1.0
1.0,3.0
2.5,3.0
11.0,13.5
0.5,1.5
3.0,3.0
3.5,4.5
2.0,3.0
3.0,4.0
0.5,0.5
1.0,3.0
9.0,16.5
0.5,42.0
2.5,0.5
2.0,1.0
34.0,41.5
2.5,1.5
6.5,9.0
1.5,7.0
8.5,7.5
2.0,2.5
0.5,1.0
20.0,20.5
5.0,4.0
1.0,1.5
14.0,12.5
0.5,0.5
6.5,5.0
1.0,1.0
1.0,0.5
7.0,7.0
3.0,3.5
2.0,2.0
13.0,18.0
1.0,1.5
2.0,3.5
4.5,5.0
2.0,3.0
1.0,9.0
1.0,2.0
2.0,2.0
6.0,7.5
0.5,1.5
2.5,5.5
16.5,16.5
1.0,2.0
8.0,9.5
1.0,2.5
3.0,4.0
2.0,3.0
5.5,6.0
0.5,1.5
25.0,27.0
1.0,1.5
0.5,2.0
2.5,1.5
4.0,3.0
2.5,3.5
1.5,1.0
2.5,1.0
1.5,1.5
1.5,0.5
5.0,3.0
3.0,1.5
3.0,2.0
4.5,4.0
2.0,0.5
1.0,4.5
4.0,10.0
1.5,0.5
2.5,3.5
1.5,0.5
1.5,1.0
4.5,3.0
3.0,1.5
1.0,13.5
2.0,25.0
0.5,1.5
2.0,3.0
0.5,0.5
0.5,2.0
1.0,2.5
3.5,10.5
6.0,2.5
2.0,2.0
1.5,2.5
1.0,1.0
2.0,3.0
1.5,1.0
0.5,2.0
0.5,1.5
3.0,3.5
1.5,2.5
1.0,1.5
0.5,0.5
5.0,2.5
4.5,5.5
3.0,6.0
2.5,4.5
3.5,4.5
8.5,10.5
5.5,7.0
5.5,6.0
6.0,7.0
4.5,6.5
2.5,2.5
2.0,2.5
3.5,5.0
3.5,6.0
4.5,6.5
2.5,7.0
5.5,6.5
3.5,4.5
3.5,5.0
6.0,10.0
0.5,2.5
1.5,2.0
0.5,3.5
0.5,6.5
0.5,3.5
1.5,1.0
0.5,4.5
1.0,2.0
3.0,8.5
0.5,1.5
0.5,1.5
1.0,0.5
1.5,13.0
2.5,0.5
0.5,1.5
1.0,3.0
1.0,0.5
0.5,1.5
0.5,3.0
0.5,1.0
4.0,2.0
5.5,6.5
9.5,10.0
6.5,7.5
2.5,5.5
5.0,6.0
7.5,7.0
6.0,8.0
7.5,10.5
9.0,11.5
6.5,6.5
8.5,9.0
5.5,5.5
5.0,3.5
5.0,5.0
7.5,14.0
5.0,4.0
7.5,12.0
5.0,7.0
3.0,2.0
0.5,2.5
0.5,1.5
0.5,1.5
1.0,1.5
1.0,2.0
0.5,2.5
0.5,1.5
0.5,1.5
0.5,2.0
0.5,1.5
0.5,2.5
0.5,2.5
0.5,2.5
0.5,2.0
0.5,2.5
0.5,3.5
0.5,2.0
1.0,1.0
0.5,1.5
0.5,2.0
3.0,2.5
5.0,4.5
1.5,1.0
2.0,2.0
7.5,6.0
9.5,9.5
1.5,1.0
13.0,13.0
8.5,9.0
1.5,0.5
1.0,1.0
7.5,7.5
3.0,2.0
2.0,2.0
6.0,5.5
2.5,2.0
14.0,13.5
1.5,2.0
10.5,9.0
1.0,1.0
1.5,3.0
2.0,8.0
11.5,12.0
5.0,8.5
2.5,2.5
2.5,3.0
13.5,14.0
1.5,1.5
2.5,3.5
5.5,6.0
3.5,4.0
7.0,7.5
3.0,3.0
3.0,3.0
2.0,7.0
9.5,10.0
3.5,3.5
5.0,5.5
3.5,7.5
1.0,4.5
10.5,13.5
10.5,9.5
6.0,8.0
4.0,6.0
4.0,5.0
9.5,13.0
7.0,34.5
4.0,4.5
6.5,12.5
6.5,5.5
6.5,10.0
6.0,8.0
5.5,9.0
5.0,10.5
7.5,4.5
3.5,6.5
12.0,10.5
8.5,9.0
5.0,7.5
4.5,6.0
0.5,1.0
0.5,1.0
2.0,2.0
9.5,9.0
1.0,1.5
1.0,1.0
1.0,1.0
0.5,1.0
0.5,1.5
1.0,1.5
1.0,1.0
1.0,2.0
1.0,1.5
0.5,1.0
1.0,1.0
2.0,3.0
0.5,1.0
0.5,1.0
0.5,0.5
1.0,0.5
16.5,16.5
3.0,6.5
4.0,4.5
4.5,5.5
5.0,5.5
5.0,6.0
13.0,13.5
2.5,3.0
2.5,2.5
28.0,31.5
3.0,3.0
4.0,4.0
3.0,3.5
5.0,5.5
5.0,5.5
3.0,3.5
9.5,11.0
3.5,5.0
5.0,6.5
8.0,11.0
1.5,4.5
2.0,4.0
1.0,5.0
3.5,8.5
3.0,6.0
4.5,7.5
5.5,8.5
1.5,4.0
6.5,8.5
3.0,6.0
4.0,6.5
6.0,7.5
3.5,6.5
2.0,4.0
3.0,4.5
0.5,3.0
2.0,4.5
4.5,8.5
3.0,6.0
4.5,7.5
1.5,2.5
1.5,4.0
1.0,5.5
2.0,3.5
1.5,6.0
0.5,1.0
2.0,6.0
3.0,5.5
2.0,3.5
1.0,1.0
1.0,3.0
1.0,3.0
2.0,7.5
0.5,12.0
5.0,7.5
1.5,4.5
21.0,22.5
